model,asset,asset_label,window,n_cal,n_test,q_hat_V,q_hat_E,n_violations_cal,raw_pi_hat,raw_kupiec_p,raw_TL,raw_chr_p,raw_Z2,raw_Z3,corr_pi_hat,corr_kupiec_p,corr_TL,corr_chr_p,corr_Z2,corr_Z3,corr_gamma,corr_gap,raw_avg_var,corr_avg_var,var_increase_pct
GPT-3.5,CRIX,CRIX,30,599,257,-0.0024270249946274068,-0.009990571800989542,5,0.007782101167315175,0.71003584968699,G,,0.5632301714963457,-0.007782101167315175,0.011673151750972763,0.7928490508026104,G,,0.19337152252785494,-0.007782101167315175,0.9883268482490273,0.0016731517509727123,0.07811581409699896,0.07568878910237155,-3.106957307791347
GPT-3.5,CRIX,CRIX,45,588,253,0.004849417764420445,-0.004777316712369625,5,0.003952569169960474,0.27076082497574383,G,,0.8195167044881879,-0.003952569169960474,0.003952569169960474,0.27076082497574383,G,,0.8066579708091646,-0.003952569169960474,0.9960474308300395,0.006047430830039557,0.09082879942472218,0.09567821718914261,5.339075045728836
GPT-3.5,CRIX,CRIX,60,578,248,-0.018652161365760426,-0.007946443797993238,2,0.004032258064516129,0.2830501325030347,G,,0.8157109469416193,-0.004032258064516129,0.008064516129032258,0.7512396683249372,G,,0.6375940641860132,-0.004032258064516129,0.9919354838709677,0.001935483870967758,0.09861754127598356,0.07996537991022314,-18.91363455671836
GPT-3.5,CRIX,CRIX,90,557,239,-0.026841496752027426,-0.021001794907340915,1,0.0,1.0,G,,1.0,0.0,0.0041841004184100415,0.3065311663535747,G,,0.8003208601193159,0.0,0.99581589958159,0.005815899581590012,0.10909976418324448,0.08225826743121703,-24.60270831286523
GPT-3.5,CRIX,CRIX,120,536,230,-0.06523649706348614,-0.017010862700682222,1,0.0,1.0,G,,1.0,0.0,0.021739130434782608,0.12153468907317155,Y,,0.3881798511041912,0.0,0.9782608695652174,0.011739130434782585,0.11744803784684936,0.05221154078336327,-55.54498675282562
GPT-3.5,CRIX,CRIX,150,515,221,-0.06906744790845876,0.0,0,0.0,1.0,G,,1.0,0.0,0.013574660633484163,0.612483287913344,G,,0.6851155209278713,0.0,0.9864253393665159,0.003574660633484106,0.12370078641505326,0.05463333850659451,-55.834283604888924
GPT-3.5,SP500,S&P 500,30,401,173,-0.005808111402302379,-0.0034541083614563414,2,0.005780346820809248,0.5447185109527728,G,,0.7676938557716095,-0.005780346820809248,0.011560693641618497,0.8404498925205324,G,,0.4874903177625928,-0.005780346820809248,0.9884393063583815,0.0015606936416184825,0.02217822165219244,0.016370110249890057,-26.18835492487839
GPT-3.5,SP500,S&P 500,45,391,168,-0.009259642545276498,0.0,0,0.0,1.0,G,,1.0,0.0,0.03571428571428571,0.009381179812367635,Y,,0.034897348552682006,0.0,0.9642857142857143,0.02571428571428569,0.023705357567969928,0.014445715022693428,-39.06139158089685
GPT-3.5,SP500,S&P 500,60,380,164,-0.009914341629763455,0.0,0,0.0,1.0,G,,1.0,0.0,0.03048780487804878,0.033945720899518306,Y,,0.19606360440637116,0.0,0.9695121951219512,0.0204878048780488,0.0248517831760653,0.014937441546301842,-39.89388431214038
GPT-3.5,SP500,S&P 500,90,359,155,-0.009924422777535484,0.0,0,0.0,1.0,G,,1.0,0.0,0.01935483870967742,0.2996190295605662,Y,,0.49401239147556364,0.0,0.9806451612903225,0.00935483870967746,0.026265155513383546,0.016340732735848063,-37.78550929378066
GPT-3.5,SP500,S&P 500,120,338,146,-0.013653329709362798,0.0,0,0.0,1.0,G,,1.0,0.0,0.0547945205479452,0.00014496031942801135,R,,-0.20239134901339106,0.0,0.9452054794520548,0.044794520547945194,0.02747787363270328,0.013824543923340479,-49.688450758114875
GPT-3.5,SP500,S&P 500,150,317,137,-0.021220955129505833,0.0,0,0.0,1.0,G,,1.0,0.0,0.11678832116788321,9.110490140074035e-13,R,0.4328740960311056,-0.9699352722792709,0.0,0.8832116788321168,0.10678832116788317,0.028360778827590315,0.007139823698084483,-74.82500836282175
GPT-3.5,SPGTCLTR,SPGTCLTR,30,420,180,-0.008170733386258108,-0.00039018447639924125,2,0.005555555555555556,0.5129656622165075,G,,0.7451940513679477,-0.005555555555555556,0.016666666666666666,0.4119892995978811,Y,,0.32871885654822575,-0.005555555555555556,0.9833333333333333,0.00666666666666671,0.04864345429875296,0.04047272091249486,-16.79718988720661
GPT-3.5,SPGTCLTR,SPGTCLTR,45,409,176,-0.01618211943477511,-0.0003870556206235498,1,0.005681818181818182,0.5308927043327254,G,,0.7394724471496084,-0.005681818181818182,0.005681818181818182,0.5308927043327254,G,,0.7366778467544619,-0.005681818181818182,0.9943181818181818,0.004318181818181777,0.05418989385485163,0.038007774420076516,-29.861876973073876
GPT-3.5,SPGTCLTR,SPGTCLTR,60,399,171,-0.018889702803068807,-0.0003880988612128475,1,0.005847953216374269,0.5541205823547145,G,,0.746853257866054,-0.005847953216374269,0.005847953216374269,0.5541205823547145,G,,0.7442842770254391,-0.005847953216374269,0.9941520467836258,0.004152046783625796,0.05896966127970131,0.04007995847663249,-32.03291725464105
GPT-3.5,SPGTCLTR,SPGTCLTR,90,378,162,-0.026047254878999282,0.0,0,0.0,1.0,G,,1.0,0.0,0.012345679012345678,0.7722318873052387,G,,0.6926010775976604,0.0,0.9876543209876543,0.002345679012345725,0.06373750768693259,0.03769025280793331,-40.86644712708066
GPT-3.5,SPGTCLTR,SPGTCLTR,120,357,153,-0.02562635790468126,0.0,0,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.06664964744727118,0.04102328954258992,-38.44935252651583
GPT-3.5,SPGTCLTR,SPGTCLTR,150,336,144,-0.03890473943959705,0.0,0,0.0,1.0,G,,1.0,0.0,0.020833333333333332,0.2540400660499794,Y,0.0372782405373312,0.5930375159572432,0.0,0.9791666666666666,0.010833333333333361,0.06872076486984084,0.029816025430243802,-56.61278583450543
GPT-3.5,stoxx,STOXX,30,414,178,0.008130236791224916,-0.0003285984606824083,6,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.02263474216226739,0.0307649789534923,35.919281664176374
GPT-3.5,stoxx,STOXX,45,403,174,-0.004369645899388394,-0.00023404605538430642,3,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.02484073897671291,0.020471093077324518,-17.590643754538625
GPT-3.5,stoxx,STOXX,60,393,169,-0.011490012329637853,0.0,0,0.0,1.0,G,,1.0,0.0,0.01775147928994083,0.3612375179287589,Y,0.031012334368320627,0.6034229102623655,0.0,0.9822485207100592,0.007751479289940799,0.026584678483070254,0.015094666153432402,-43.220429906477754
GPT-3.5,stoxx,STOXX,90,372,160,-0.019041170434173693,0.0,0,0.0,1.0,G,,1.0,0.0,0.0375,0.007353850183772326,R,,0.507242010115589,0.0,0.9625,0.02749999999999997,0.029649874436862143,0.01060870400268845,-64.22007106546394
GPT-3.5,stoxx,STOXX,120,351,151,-0.019046757267171758,0.0,0,0.0,1.0,G,,1.0,0.0,0.026490066225165563,0.09107976610389124,Y,,0.6167429188279969,0.0,0.9735099337748344,0.01649006622516558,0.03306596565900915,0.014019208391837396,-57.60230160398257
GPT-3.5,stoxx,STOXX,150,330,142,-0.019589157803842783,0.0,0,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.036789050275354,0.01719989247151122,-53.24725062817427
GPT-3.5,cact,CACT,30,413,178,0.011145822374772461,-0.0015624334001268399,5,0.0056179775280898875,0.52185751244526,G,,0.7491120590065002,-0.0056179775280898875,0.0,1.0,G,,1.0,-0.0056179775280898875,1.0,0.010000000000000009,0.027118420186005333,0.038264242560777796,41.10055931843828
GPT-3.5,cact,CACT,45,403,173,-0.0003675091177705175,-0.0021747605703184326,3,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.03089160876061908,0.030524099642848544,-1.1896729646500015
GPT-3.5,cact,CACT,60,392,169,-0.010235531832080159,-0.0032089812510525673,1,0.0,1.0,G,,1.0,0.0,0.005917159763313609,0.5636728451275355,G,,0.8314755185498913,0.0,0.9940828402366864,0.004082840236686369,0.033295385423998444,0.023059853591918287,-30.741592871613534
GPT-3.5,cact,CACT,90,371,160,-0.016728963829627016,0.0,0,0.0,1.0,G,,1.0,0.0,0.0125,0.7596679082857576,G,,0.7500850337228333,0.0,0.9875,0.0024999999999999467,0.03660197705369564,0.01987301322406862,-45.70508255629302
GPT-3.5,cact,CACT,120,350,151,-0.020969996299543266,0.0,0,0.0,1.0,G,,1.0,0.0,0.026490066225165563,0.09107976610389124,Y,,0.6566092816750798,0.0,0.9735099337748344,0.01649006622516558,0.04090939446328225,0.019939398163738974,-51.25961059718117
GPT-3.5,cact,CACT,150,329,142,-0.020983992445168628,0.0,0,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.04566645827243411,0.024682465827265476,-45.95055810981364
GPT-3.5,gdaxi,GDAXI,30,412,177,0.0044585911287041025,-0.00013587479958583962,6,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.024592122804310206,0.029050713933014314,18.13015966203073
GPT-3.5,gdaxi,GDAXI,45,401,173,-0.003297444428048193,-0.001701099285492766,3,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.02793298512393801,0.024635540695889822,-11.80484081245704
GPT-3.5,gdaxi,GDAXI,60,391,168,-0.015631555613979563,0.0,0,0.0,1.0,G,,1.0,0.0,0.03571428571428571,0.009381179812367635,Y,,0.23692961826957826,0.0,0.9642857142857143,0.02571428571428569,0.029999943688113623,0.014368388074134058,-52.10528318482477
GPT-3.5,gdaxi,GDAXI,90,370,159,-0.020114537024882806,0.0,0,0.0,1.0,G,,1.0,0.0,0.025157232704402517,0.10702767398549984,Y,,0.6271989421568512,0.0,0.9748427672955975,0.015157232704402501,0.03317600227618783,0.013061465251305037,-60.62977949371573
GPT-3.5,gdaxi,GDAXI,120,349,150,-0.02324164317142949,0.0,0,0.0,1.0,G,,1.0,0.0,0.05333333333333334,0.00017590813070889055,R,,0.3665731611527243,0.0,0.9466666666666667,0.043333333333333335,0.036736867039621715,0.013495223868192225,-63.265174861979226
GPT-3.5,gdaxi,GDAXI,150,328,141,-0.023239781576352203,0.0,0,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.040762144954559494,0.017522363378207294,-57.0131468848346
GPT-3.5,cbu,CBU0.L,30,410,176,0.0007528578545393971,-0.00028832922316530257,5,0.011363636363636364,0.8587666257586719,G,,0.3428647549266858,-0.011363636363636364,0.011363636363636364,0.8587666257586719,G,,0.3231042435917597,-0.011363636363636364,0.9886363636363636,0.0013636363636363447,0.01610317280750288,0.016856030662042273,4.675214403639871
GPT-3.5,cbu,CBU0.L,45,399,172,-0.0037081714499962166,-0.000994852652785273,1,0.0,1.0,G,,1.0,0.0,0.011627906976744186,0.8343152683099122,G,,0.5893381872259775,0.0,0.9883720930232558,0.0016279069767441978,0.018209283430795652,0.014501111980799439,-20.364181073292166
GPT-3.5,cbu,CBU0.L,60,389,167,-0.004175246749616728,-0.000996460602046374,1,0.0,1.0,G,,1.0,0.0,0.005988023952095809,0.5733772800521577,G,,0.773627694109201,0.0,0.9940119760479041,0.004011976047904153,0.019559530038663862,0.015384283289047146,-21.34635515967608
GPT-3.5,cbu,CBU0.L,90,368,158,-0.00915862420097119,0.0,0,0.0,1.0,G,,1.0,0.0,0.012658227848101266,0.7470600482515235,G,,0.628511478367367,0.0,0.9873417721518988,0.0026582278481012134,0.020720527773681444,0.011561903572710256,-44.20072838397573
GPT-3.5,cbu,CBU0.L,120,347,149,-0.009166639428905068,0.0,0,0.0,1.0,G,,1.0,0.0,0.013422818791946308,0.6898483810532892,G,,0.6440754443027296,0.0,0.9865771812080537,0.0034228187919462805,0.021786453678604503,0.01261981424969944,-42.074949710182565
GPT-3.5,cbu,CBU0.L,150,320,138,-0.009168330465030987,0.0,0,0.0,1.0,G,,1.0,0.0,0.007246376811594203,0.7324334584119556,G,,0.8006434806325142,0.0,0.9927536231884058,0.002753623188405774,0.02311386343930598,0.013945532974274994,-39.665936805008116
GPT-3.5,ftse,FTSE100,30,410,176,0.009038251418337851,-0.0003510641670070522,8,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.022094131548115407,0.031132382966453254,40.907927965644774
GPT-3.5,ftse,FTSE100,45,399,172,-6.015215294535293e-05,-0.000331680776491039,3,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.025268749058994056,0.025208596906048708,-0.23804958767413842
GPT-3.5,ftse,FTSE100,60,389,167,0.000361900288269706,-0.00034006139354584436,3,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.02662195283727306,0.02698385312554277,1.3594054894538576
GPT-3.5,ftse,FTSE100,90,368,158,-0.005547046587101693,-0.003669056608672932,2,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.028744831767936407,0.023197785180834714,-19.297544100742236
GPT-3.5,ftse,FTSE100,120,347,149,-0.016342652743629116,-0.005832812292904048,1,0.0,1.0,G,,1.0,0.0,0.013422818791946308,0.6898483810532892,G,,0.6718665141010061,0.0,0.9865771812080537,0.0034228187919462805,0.03355673412012184,0.01721408137649273,-48.7015592313838
GPT-3.5,ftse,FTSE100,150,326,140,-0.01633146871203948,-0.005840555155393744,1,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.03880550175462726,0.02247403304258779,-42.08544658256369
GPT-3.5,djci,DJCI,30,403,173,0.0017730568684937627,-0.0003074528290611285,5,0.0,1.0,G,,1.0,0.0,0.0,1.0,G,,1.0,0.0,1.0,0.010000000000000009,0.02689363201322585,0.028666688881719617,6.592850187069588
GPT-3.5,djci,DJCI,45,392,169,-0.007712227030977981,-0.002278697072447197,2,0.0,1.0,G,,1.0,0.0,0.005917159763313609,0.5636728451275355,G,,0.8126089021807256,0.0,0.9940828402366864,0.004082840236686369,0.02921277104248433,0.021500544011506348,-26.40018990243014
GPT-3.5,djci,DJCI,60,382,164,-0.011470905069194652,-0.015483198972228301,1,0.0,1.0,G,,1.0,0.0,0.012195121951219513,0.7847496634024357,G,,0.2500433059872629,0.0,0.9878048780487805,0.002195121951219514,0.03068490798661749,0.019214002917422843,-37.382888924410054
GPT-3.5,djci,DJCI,90,361,155,-0.01575608664137454,0.0,0,0.0,1.0,G,,1.0,0.0,0.01935483870967742,0.2996190295605662,Y,,0.538332055166123,0.0,0.9806451612903225,0.00935483870967746,0.03217186923721853,0.016415782595843982,-48.97473169866945
GPT-3.5,djci,DJCI,120,340,146,-0.018136651697181344,0.0,0,0.0,1.0,G,,1.0,0.0,0.0410958904109589,0.0046161641338261505,R,,0.1798529115683366,0.0,0.9589041095890412,0.031095890410958837,0.03328060625022933,0.015143954553047975,-54.49615779477088
GPT-3.5,djci,DJCI,150,319,137,-0.020349277492285003,0.0,0,0.0,1.0,G,,1.0,0.0,0.051094890510948905,0.0005883768262396893,R,,0.09113556221221453,0.0,0.948905109489051,0.041094890510948945,0.03431864093701993,0.013969363444734933,-59.29511465686856
GPT-4,CRIX,CRIX,30,599,257,0.06032285845366478,0.0735278451937068,57,0.07392996108949416,2.8976709920414123e-11,R,,-3.642513010174641,-0.07614907587548637,0.0038910505836575876,0.2613000169678893,G,,0.9578807102898826,-0.07614907587548637,0.9961089494163424,0.006108949416342435,0.03269693619096522,0.09301979464463,184.4908590252965
GPT-4,CRIX,CRIX,45,588,253,0.06498045282219976,0.029182093570084916,43,0.06719367588932806,1.3903402873438608e-09,R,,-3.2928023904125903,-0.07315340909090909,0.0,1.0,G,,1.0,-0.07315340909090909,1.0,0.010000000000000009,0.028314603264864086,0.09329505608706384,229.4944845751547
GPT-4,CRIX,CRIX,60,578,248,0.0639086870887388,0.0468156748645466,41,0.07258064516129033,1.2933976112350365e-10,R,,-3.2530283299891085,-0.07336819556451613,0.0,1.0,G,,1.0,-0.07336819556451613,1.0,0.010000000000000009,0.027551602379437466,0.09146028946817626,231.95996446448302
GPT-4,CRIX,CRIX,90,557,239,0.06879599011903827,0.03553566487480412,44,0.08786610878661087,9.070522111187529e-14,R,,-4.188906968876485,-0.08149189330543934,0.0,1.0,G,,1.0,-0.08149189330543934,1.0,0.010000000000000009,0.02331627736390926,0.0921122674829475,295.05563450504326
GPT-4,CRIX,CRIX,120,536,230,0.0760622268465094,0.025919532250462174,43,0.10434782608695652,0.0,R,0.23551694310876714,-5.974854248631458,-0.09860733695652174,0.0,1.0,G,,1.0,-0.09860733695652174,1.0,0.010000000000000009,0.018781937471585696,0.09484416431809511,404.9754023597425
GPT-4,CRIX,CRIX,150,515,221,0.08083652944962233,0.02856047628624847,44,0.08597285067873303,1.9860779687519425e-12,R,0.5596501036866633,-5.711759223255944,-0.09604779411764706,0.0,1.0,G,,1.0,-0.09604779411764706,1.0,0.010000000000000009,0.019249891458049808,0.10008642090767213,419.93239092170865
GPT-4,SP500,S&P 500,30,401,173,0.013037462076899266,0.007907619116795859,32,0.10404624277456648,2.751132655021138e-13,R,0.9252004068444666,-3.9631516404001275,-0.09496929190751445,0.0,1.0,G,,1.0,-0.09496929190751445,1.0,0.010000000000000009,0.010455550224733086,0.02349301230163235,124.6941748322202
GPT-4,SP500,S&P 500,45,391,168,0.016116913126643304,0.007772993448904097,25,0.05952380952380952,1.027745751636111e-05,R,0.6107517510978178,-1.8882861877831605,-0.061709449404761904,0.0,1.0,G,,1.0,-0.061709449404761904,1.0,0.010000000000000009,0.01125822209799843,0.027375135224641734,143.156823398507
GPT-4,SP500,S&P 500,60,380,164,0.01409068468733363,0.007874316776684973,32,0.07317073170731707,1.4015956439905608e-07,R,,-2.1901363640079055,-0.07093178353658537,0.0,1.0,G,,1.0,-0.07093178353658537,1.0,0.010000000000000009,0.01092167080321541,0.025012355490549042,129.01583412663604
GPT-4,SP500,S&P 500,90,359,155,0.0120579184794657,0.013180807469923044,23,0.09032258064516129,7.99617483338011e-10,R,0.7837413852453403,-3.0181233091742534,-0.08130040322580645,0.0,1.0,G,,1.0,-0.08130040322580645,1.0,0.010000000000000009,0.011291109567473994,0.023349028046939696,106.79126269574635
GPT-4,SP500,S&P 500,120,338,146,0.013902388915686318,0.0074446054977951315,20,0.0684931506849315,2.845831203357463e-06,R,0.7042126331942491,-2.4492003419391457,-0.0723458904109589,0.0,1.0,G,,1.0,-0.0723458904109589,1.0,0.010000000000000009,0.010889347672344457,0.02479173658803078,127.66962111967506
GPT-4,SP500,S&P 500,150,317,137,0.015492668766889579,0.00391468243272022,17,0.08029197080291971,1.7708268063021393e-07,R,0.9004080049967307,-2.49554412932933,-0.07624315693430657,0.0,1.0,G,,1.0,-0.07624315693430657,1.0,0.010000000000000009,0.010593536466258463,0.02608620523314804,146.24642881284612
GPT-4,SPGTCLTR,SPGTCLTR,30,420,180,0.017734412670510718,0.01995924829460859,35,0.1,5.514477763313153e-13,R,0.809475098468674,-3.3155466443522874,-0.10598958333333333,0.011111111111111112,0.8829774487730009,G,,0.7119683324954859,-0.10598958333333333,0.9888888888888889,0.0011111111111110628,0.022928911666997998,0.040663324337508716,77.34520036568584
GPT-4,SPGTCLTR,SPGTCLTR,45,409,176,0.026435665388753145,0.009372925836180643,31,0.07954545454545454,4.338681525162258e-09,R,0.07757607306789605,-2.759738171989272,-0.07479580965909091,0.005681818181818182,0.5308927043327254,G,,0.5937310898954449,-0.07479580965909091,0.9943181818181818,0.004318181818181777,0.021967927990438983,0.04840359337919213,120.33754571782391
GPT-4,SPGTCLTR,SPGTCLTR,60,399,171,0.02383901380958452,0.009405191249971002,26,0.05847953216374269,1.2054771852287871e-05,R,0.11161392403030179,-2.005238734328951,-0.06259137426900585,0.005847953216374269,0.5541205823547145,G,,0.647432260890799,-0.06259137426900585,0.9941520467836258,0.004152046783625796,0.021968842509889737,0.04580785631947426,108.51283493362422
GPT-4,SPGTCLTR,SPGTCLTR,90,378,162,0.023154443301541046,0.008509003114764345,25,0.08024691358024691,1.3817070487753824e-08,R,0.3594175722010675,-3.131123812230217,-0.0876736111111111,0.006172839506172839,0.5983171993112664,G,,0.5790144423038125,-0.0876736111111111,0.9938271604938271,0.003827160493827142,0.021085637058467326,0.04424008036000838,109.81144765670221
GPT-4,SPGTCLTR,SPGTCLTR,120,357,153,0.025483802134272773,0.005266466265502975,27,0.0784313725490196,6.419921871891887e-08,R,0.9535375156802577,-2.931411168739317,-0.0896139705882353,0.0,1.0,G,,1.0,-0.0896139705882353,1.0,0.010000000000000009,0.02042894824126648,0.045912750375539255,124.74358363097463
GPT-4,SPGTCLTR,SPGTCLTR,150,336,144,0.02288107246939887,0.007128970050764152,21,0.09027777777777778,3.2105590408448847e-09,R,0.4425523597175497,-3.165533965569698,-0.0945095486111111,0.0,1.0,G,,1.0,-0.0945095486111111,1.0,0.010000000000000009,0.01981662351451091,0.04269769598390979,115.46403176426092
GPT-4,stoxx,STOXX,30,414,178,0.025998946189899824,0.017018839340322913,40,0.0898876404494382,5.443678841032806e-11,R,0.16882367640901286,-3.2543061144684007,-0.08764922752808989,0.0,1.0,G,,1.0,-0.08764922752808989,1.0,0.010000000000000009,0.01045118323635652,0.03645012942625634,248.76557612593868
GPT-4,stoxx,STOXX,45,403,174,0.017701782746040437,0.008802648936615622,34,0.06896551724137931,2.707116311118085e-07,R,0.8475838171107895,-2.221166572658743,-0.07960668103448276,0.0,1.0,G,,1.0,-0.07960668103448276,1.0,0.010000000000000009,0.010480603888548037,0.028182386634588476,168.9004081662017
GPT-4,stoxx,STOXX,60,393,169,0.017766462124885297,0.010918230791274706,34,0.08284023668639054,2.5374516932075153e-09,R,0.10859748288151494,-2.24942689698889,-0.06684541420118344,0.0,1.0,G,,1.0,-0.06684541420118344,1.0,0.010000000000000009,0.010314149319453883,0.028080611444339185,172.25329568746255
GPT-4,stoxx,STOXX,90,372,160,0.01803054349620473,0.012719198715571197,33,0.075,1.0628710267468477e-07,R,0.9158034036520925,-2.57423618300952,-0.078125,0.0,1.0,G,,1.0,-0.078125,1.0,0.010000000000000009,0.00967732020761235,0.02770786370381708,186.31752499025077
GPT-4,stoxx,STOXX,120,351,151,0.017498975054742533,0.007070103980695543,31,0.07947019867549669,5.5311829338933194e-08,R,0.8917877361751093,-2.391194364212861,-0.07191639072847682,0.0,1.0,G,,1.0,-0.07191639072847682,1.0,0.010000000000000009,0.009524862008335381,0.027023837063077916,183.7189351344813
GPT-4,stoxx,STOXX,150,330,142,0.017955944842977255,0.0038635245103167837,29,0.06338028169014084,1.7039720508815748e-05,R,,-1.9970153199135203,-0.06816681338028169,0.0,1.0,G,,1.0,-0.06816681338028169,1.0,0.010000000000000009,0.009204869466235735,0.02716081430921299,195.07006491337253
GPT-4,cact,CACT,30,413,178,0.02177560904373254,0.01641619459678534,49,0.0898876404494382,5.443678841032806e-11,R,0.6286501131002895,-1.849571987072034,-0.08668363764044944,0.0,1.0,G,,1.0,-0.08668363764044944,1.0,0.010000000000000009,0.013017724669871961,0.034793333713604505,167.2766139702563
GPT-4,cact,CACT,45,403,173,0.023082199247554377,0.012164912332221684,37,0.05202312138728324,8.440765791584148e-05,R,,-1.0070429527260298,-0.04701047687861272,0.0,1.0,G,,1.0,-0.04701047687861272,1.0,0.010000000000000009,0.012441212243252573,0.03552341149080695,185.5301460681445
GPT-4,cact,CACT,60,392,169,0.022940659920708126,0.04261281241505149,36,0.04142011834319527,0.0021150853149498605,R,,-0.9785124710325941,-0.0483542899408284,0.0,1.0,G,,1.0,-0.0483542899408284,1.0,0.010000000000000009,0.012883328183528784,0.035823988104236905,178.06470186824507
GPT-4,cact,CACT,90,371,160,0.025041746674554458,0.01459776726093474,30,0.05,0.00027799217430912737,R,,-1.3276523560254399,-0.059521484375,0.0,1.0,G,,1.0,-0.059521484375,1.0,0.010000000000000009,0.011966683293459675,0.03700842996801414,209.2622162754227
GPT-4,cact,CACT,120,350,151,0.021693123989636375,0.012230611953169445,32,0.059602649006622516,2.822490191067839e-05,R,,-1.4358781674233008,-0.05406663907284768,0.0,1.0,G,,1.0,-0.05406663907284768,1.0,0.010000000000000009,0.011439401912086082,0.03313252590172245,189.63512390203644
GPT-4,cact,CACT,150,329,142,0.021470021500682446,0.007310124916077071,32,0.056338028169014086,0.00011868539084802787,R,,-1.4149812528889263,-0.04962588028169014,0.0,1.0,G,,1.0,-0.04962588028169014,1.0,0.010000000000000009,0.011269033203067654,0.0327390547037501,190.52230225781824
GPT-4,gdaxi,GDAXI,30,412,177,0.024937913330814885,0.00888148401769687,40,0.1016949152542373,4.1100456371623295e-13,R,0.5056109372227522,-3.2598590996454657,-0.0948975988700565,0.0,1.0,G,,1.0,-0.0948975988700565,1.0,0.010000000000000009,0.011498172841438559,0.03643608617225345,216.88587982379693
GPT-4,gdaxi,GDAXI,45,401,173,0.018819855704854224,0.009468307116492353,30,0.09248554913294797,3.515765456540976e-11,R,0.6571885111691496,-3.76227983591897,-0.08598265895953758,0.0,1.0,G,,1.0,-0.08598265895953758,1.0,0.010000000000000009,0.01031039519642971,0.029130250901283933,182.5328258161353
